Date	Time	Animal	Box	TempC	HumC	LightC	S.Flow	Ref.O2	Ref.CO2	Flow	Temp	O2	CO2	dO2	dCO2	VO2(1)	VO2(2)	VO2(3)	VCO2(1)	VCO2(2)	VCO2(3)	RER	H(1)	H(2)	H(3)	XT+YT	XT	XA	XF	YT	YA	YF	Z	CenT	CenA	CenF	PerT	PerA	PerF	DistK	DistD	Speed	Drink	Feed	Weight	Right	Left	SumR+L	SumTime	SumRuns	MaxSpeed	AvgSpeed	MaxLen
11/11/2019	02:22	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.4	20.4	0.469	0.41	0.401	2315	1018	87	2247	988	84	0.971	11.608	5.105	0.434	17766	9770	8030	1740	7996	6555	1441	342	4418	3764	654	13348	10821	2527	624717	12173	5	5.18	6.23	2997181.5	814	1425	2239	1.31	35	0.42	0.01	12.7
11/11/2019	03:01	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.4	20.38	0.494	0.431	0.425	2419	1064	90	2379	1046	89	0.984	12.164	5.349	0.455	5680	2113	1646	467	3567	2764	803	4	1223	993	230	4457	3417	1040	628655	3938	2	5.18	6.36	2998626.3	0	0	0	0	0	0	-	0
11/11/2019	03:40	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.4	20.44	0.426	0.369	0.358	2089	919	78	2008	883	75	0.962	10.453	4.597	0.391	1023	135	4	131	888	634	254	0	0	0	0	1023	638	385	629619	965	0	5.18	6.36	2999300.3	0	0	0	0	0	0	-	0
11/11/2019	04:19	3376	1	22	50	0	0.25	20.81	0.066	0.35	22.4	20.51	0.35	0.298	0.283	1685	741	63	1584	696	59	0.94	8.393	3.691	0.314	8948	179	77	102	8769	7433	1336	0	0	0	0	8948	7510	1438	638603	8983	4	5.18	6.36	3000159.3	0	0	0	0	0	0	-	0
11/11/2019	04:58	3376	1	22	49	0	0.25	20.81	0.065	0.35	22.4	20.51	0.33	0.298	0.265	1713	753	64	1485	653	56	0.867	8.395	3.692	0.314	3497	1364	969	395	2133	1698	435	4	663	528	135	2834	2139	695	641518	2915	1	5.18	6.56	3001238.5	0	0	0	0	0	0	-	0
11/11/2019	05:37	3376	1	22	50	0	0.25	20.81	0.064	0.35	22.4	20.49	0.373	0.318	0.309	1795	790	67	1730	761	65	0.963	8.989	3.953	0.336	4281	250	82	168	4031	3158	873	0	0	0	0	4281	3240	1041	648820	7302	3	5.18	6.56	3002064.3	0	0	0	0	0	0	-	0
11/11/2019	06:16	3376	1	22	50	0	0.25	20.81	0.064	0.35	22.4	20.48	0.375	0.328	0.311	1861	818	70	1737	764	65	0.934	9.254	4.07	0.346	3503	912	675	237	2591	2081	510	0	311	264	47	3192	2492	700	650888	2067	1	5.18	6.65	3003001	0	0	0	0	0	0	-	0
11/11/2019	06:55	3376	1	22	50	0	0.25	20.81	0.064	0.35	22.4	20.46	0.386	0.349	0.321	1991	876	74	1797	790	67	0.903	9.835	4.325	0.368	3010	1354	1021	333	1656	1283	373	15	800	666	134	2210	1638	572	654257	3369	1	5.19	6.76	3004238	0	0	0	0	0	0	-	0
11/11/2019	07:34	3376	1	22	50	0	0.25	20.81	0.065	0.35	22.4	20.49	0.379	0.318	0.315	1785	785	67	1760	774	66	0.986	8.982	3.95	0.336	8687	298	172	126	8389	6974	1415	0	0	0	0	8687	7146	1541	659587	5330	2	5.19	6.76	3005033.5	0	0	0	0	0	0	-	0
11/11/2019	08:13	3376	1	22	49	89	0.25	20.81	0.065	0.35	22.4	20.49	0.358	0.318	0.293	1822	801	68	1642	722	61	0.901	8.996	3.956	0.336	12874	8281	6883	1398	4593	3701	892	348	4011	3256	755	8863	7328	1535	670736	11149	5	5.63	7.22	3006917.8	102	713	814	0.48	13	0.28	0	7.4
11/11/2019	08:52	3376	1	22	50	89	0.25	20.81	0.065	0.35	22.4	20.32	0.533	0.493	0.468	2797	1230	105	2625	1154	98	0.938	13.928	6.125	0.521	1519	204	8	196	1315	813	502	0	0	0	0	1519	821	698	679410	8674	4	5.63	7.22	3009026	0	0	0	0	0	0	-	0
11/11/2019	09:31	3376	1	22	50	89	0.25	20.81	0.063	0.35	22.4	20.51	0.346	0.298	0.283	1694	745	63	1590	699	59	0.939	8.433	3.709	0.315	2409	39	0	39	2370	1730	640	0	0	0	0	2409	1730	679	685511	6101	3	5.63	7.22	3010202	0	0	0	0	0	0	-	0
11/11/2019	10:10	3376	1	22	50	89	0.25	20.81	0.065	0.35	22.4	20.58	0.292	0.226	0.226	1263	555	47	1266	557	47	1.002	6.378	2.805	0.239	1613	85	38	47	1528	1041	487	0	0	0	0	1613	1079	534	688799	3288	1	5.63	7.22	3010991.5	0	0	0	0	0	0	-	0
11/11/2019	10:49	3376	1	22	50	89	0.25	20.81	0.067	0.35	22.4	20.52	0.347	0.287	0.28	1619	712	61	1568	689	59	0.968	8.116	3.569	0.304	11351	4773	3906	867	6578	5251	1327	38	2996	2508	488	8355	6649	1706	699072	10272	4	5.63	7.23	3012397	0	0	0	0	0	0	-	0
11/11/2019	11:28	3376	1	22	50	89	0.25	20.81	0.065	0.35	22.4	20.56	0.294	0.246	0.229	1404	617	52	1280	563	48	0.912	6.948	3.055	0.26	802	311	2	309	491	270	221	0	0	0	0	802	272	530	703184	4112	2	5.63	7.23	3013055.8	0	0	0	0	0	0	-	0
11/11/2019	12:07	3376	1	22	50	89	0.25	20.82	0.062	0.35	22.4	20.58	0.256	0.236	0.193	1385	609	52	1083	476	41	0.782	6.657	2.927	0.249	1085	530	5	525	555	286	269	0	0	0	0	1085	291	794	712923	9739	4	5.63	7.23	3013472.8	0	0	0	0	0	0	-	0
11/11/2019	12:46	3376	1	22	50	89	0.25	20.81	0.062	0.35	22.4	20.58	0.255	0.226	0.193	1312	577	49	1081	476	40	0.824	6.367	2.8	0.238	3691	645	8	637	3046	2567	479	0	0	0	0	3691	2575	1116	727902	14979	6	5.63	7.23	3013908.3	0	0	0	0	0	0	-	0
11/11/2019	13:25	3376	1	21.9	50	89	0.25	20.82	0.06	0.35	22.4	20.58	0.254	0.236	0.194	1383	608	52	1086	478	41	0.785	6.651	2.925	0.249	4332	483	277	206	3849	3017	832	0	74	57	17	4258	3237	1021	750641	22739	10	5.63	7.3	3014526.3	0	0	0	0	0	0	-	0
11/11/2019	14:04	3376	1	22.1	50	89	0.25	20.82	0.059	0.35	22.4	20.51	0.311	0.308	0.252	1804	793	67	1409	620	53	0.781	8.668	3.812	0.324	6053	1884	1510	374	4169	3119	1050	4	1244	1093	151	4809	3536	1273	754978	4338	2	5.63	7.31	3015437.5	0	0	0	0	0	0	-	0
11/11/2019	14:43	3376	1	22	50	89	0.25	20.82	0.057	0.35	22.4	20.51	0.333	0.308	0.275	1777	781	66	1546	680	58	0.87	8.712	3.831	0.326	2410	227	52	175	2183	1731	452	0	0	0	0	2410	1783	627	758570	3592	2	5.63	7.31	3015712.5	0	0	0	0	0	0	-	0
11/11/2019	15:22	3376	1	22	50	89	0.25	20.82	0.057	0.35	22.4	20.56	0.279	0.257	0.222	1492	656	56	1249	549	47	0.837	7.262	3.193	0.272	6911	5317	4991	326	1594	962	632	0	0	0	0	6911	5953	958	764846	6276	3	5.64	7.31	3015870.8	0	0	0	0	0	0	-	0
11/11/2019	16:01	3376	1	22	50	89	0.25	20.81	0.058	0.35	22.4	20.52	0.312	0.287	0.254	1665	732	62	1428	628	53	0.858	8.141	3.58	0.304	5031	171	80	91	4860	4026	834	0	0	0	0	5031	4106	925	772074	7228	3	5.64	7.31	3016230.5	0	0	0	0	0	0	-	0
11/11/2019	16:40	3376	1	22	50	89	0.25	20.81	0.057	0.35	22.4	20.56	0.275	0.246	0.218	1421	625	53	1217	535	46	0.857	6.945	3.054	0.26	13549	3839	3232	607	9710	8229	1481	61	2120	1778	342	11429	9683	1746	785970	13897	6	5.77	7.44	3017117.3	34	0	34	0.01	1	0.28	0	0.6
11/11/2019	17:19	3376	1	22	50	89	0.25	20.82	0.057	0.35	22.4	20.5	0.345	0.318	0.288	1825	803	68	1613	710	60	0.884	8.978	3.948	0.336	1641	90	6	84	1551	1064	487	0	0	0	0	1641	1070	571	790374	4403	2	5.78	7.44	3017310	0	0	0	0	0	0	-	0
11/11/2019	17:58	3376	1	22	50	89	0.25	20.81	0.056	0.35	22.4	20.58	0.259	0.226	0.203	1298	571	49	1135	499	42	0.874	6.373	2.803	0.238	7263	139	56	83	7124	6087	1037	0	0	0	0	7263	6143	1120	795876	5503	2	5.78	7.44	3017553.8	0	0	0	0	0	0	-	0
11/11/2019	18:37	3376	1	22	50	89	0.25	20.81	0.057	0.35	22.4	20.51	0.327	0.298	0.27	1704	749	64	1508	663	56	0.885	8.382	3.686	0.314	14670	69	12	57	14601	12968	1633	0	0	0	0	14670	12980	1690	805684	9808	4	5.78	7.44	3017800	0	0	0	0	0	0	-	0
11/11/2019	19:16	3376	1	22	50	89	0.25	20.81	0.058	0.35	22.4	20.53	0.301	0.277	0.243	1606	706	60	1367	601	51	0.851	7.842	3.449	0.293	9760	3740	2960	780	6020	4832	1188	101	2284	1820	464	7476	5972	1504	811068	5384	2	6.06	7.68	3018620.3	34	102	136	0.06	3	0.34	0	1.6
11/11/2019	19:55	3376	1	22	50	89	0.25	20.81	0.059	0.35	22.4	20.44	0.416	0.369	0.357	2090	919	78	2002	880	75	0.958	10.449	4.595	0.391	2449	456	268	188	1993	1427	566	0	497	394	103	1952	1301	651	819836	8768	4	6.06	8.01	3019102.3	0	0	0	0	0	0	-	0
11/11/2019	20:34	3376	1	22	50	0	0.25	20.81	0.061	0.35	22.4	20.32	0.523	0.493	0.462	2807	1234	105	2587	1138	97	0.922	13.923	6.123	0.521	12093	1480	1099	381	10613	8926	1687	34	871	710	161	11222	9315	1907	828068	8232	4	6.16	8.01	3018818.8	0	0	0	0	0	0	-	0
11/11/2019	21:13	3376	1	22	49	0	0.25	20.81	0.065	0.35	22.4	20.44	0.425	0.369	0.36	2081	915	78	2016	886	75	0.969	10.431	4.587	0.39	9083	3655	2988	667	5428	4349	1079	172	2202	1809	393	6881	5528	1353	831873	3806	2	6.38	8.02	3018476.5	204	68	271	0.16	7	0.24	0	3.4
11/11/2019	21:52	3376	1	22	50	0	0.25	20.8	0.069	0.35	22.3	20.39	0.476	0.41	0.407	2301	1012	86	2280	1003	85	0.991	11.592	5.098	0.434	9283	3940	3336	604	5343	4443	900	199	1951	1656	295	7332	6123	1209	840989	9116	4	6.38	8.31	3018395	170	1188	1357	0.84	16	0.28	0.01	8
11/11/2019	22:31	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.3	20.27	0.603	0.544	0.535	3059	1345	114	2995	1317	112	0.979	15.368	6.758	0.575	3760	1066	826	240	2694	2130	564	26	531	446	85	3229	2510	719	843725	2736	1	6.38	8.41	3018743	0	0	0	0	0	0	-	0
11/11/2019	23:10	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.3	20.46	0.399	0.349	0.331	1982	872	74	1854	815	69	0.935	9.861	4.336	0.369	9197	3066	2520	546	6131	5002	1129	159	1647	1358	289	7550	6164	1386	850517	6791	3	6.51	8.62	3019313	136	645	780	0.41	15	0.28	0	4.4
11/11/2019	23:49	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.3	20.39	0.482	0.421	0.414	2371	1043	89	2320	1020	87	0.979	11.911	5.238	0.445	11687	3538	3020	518	8149	6703	1446	175	2323	1980	343	9364	7743	1621	858253	7737	3	6.7	8.76	3020022.8	34	848	882	0.53	13	0.34	0	5.4
11/12/2019	00:28	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.3	20.39	0.48	0.421	0.411	2375	1044	89	2308	1015	86	0.972	11.91	5.238	0.445	9146	2135	1796	339	7011	5753	1258	148	1218	1039	179	7928	6510	1418	865760	7507	3	6.7	8.85	3020710	170	882	1052	0.58	16	0.34	0.01	10
11/12/2019	01:07	3376	1	22	50	0	0.25	20.81	0.069	0.35	22.3	20.37	0.51	0.441	0.441	2468	1085	92	2466	1084	92	0.999	12.453	5.476	0.466	5258	2271	1874	397	2987	2345	642	102	1135	920	215	4123	3299	824	870325	4564	2	6.7	8.99	3021646.5	0	475	475	0.28	7	0.34	0	5.1
11/12/2019	01:46	3376	1	22	50	0	0.25	20.81	0.07	0.35	22.3	20.45	0.418	0.359	0.348	2025	891	76	1948	857	73	0.962	10.135	4.457	0.379	10103	1540	1294	246	8563	7259	1304	78	1018	845	173	9085	7708	1377	876695	6370	3	6.7	9.15	3022444	0	68	68	0.05	2	0.28	0	1.8
11/12/2019	02:25	3376	1	22	50	0	0.25	20.81	0.07	0.35	22.3	20.32	0.539	0.493	0.47	2792	1228	104	2631	1157	98	0.942	13.913	6.118	0.52	6471	2733	2262	471	3738	3052	686	171	1534	1258	276	4937	4056	881	885561	8866	4	6.88	9.31	3023678	170	339	509	0.25	10	0.42	0	5.4
11/12/2019	03:04	3376	1	22	50	0	0.25	20.81	0.07	0.35	22.3	20.49	0.377	0.318	0.307	1795	789	67	1718	756	64	0.957	8.976	3.947	0.336	3060	1845	1615	230	1215	891	324	0	0	0	0	3060	2506	554	891479	5918	3	6.89	9.31	3024235	0	0	0	0	0	0	-	0
11/12/2019	03:43	3376	1	22	50	0	0.25	20.81	0.07	0.35	22.3	20.56	0.315	0.246	0.244	1382	608	52	1368	601	51	0.989	6.96	3.061	0.26	7372	3015	2478	537	4357	3676	681	90	1563	1253	310	5809	4901	908	899337	7858	3	7.22	9.62	3025040	34	271	305	0.23	2	0.24	0	12.8
11/12/2019	04:22	3376	1	22	50	0	0.25	20.8	0.069	0.35	22.3	20.46	0.406	0.339	0.336	1905	838	71	1888	830	71	0.991	9.595	4.22	0.359	2428	130	24	106	2298	2007	291	0	0	0	0	2428	2031	397	902234	2896	1	7.22	9.62	3025706.3	0	0	0	0	0	0	-	0
11/12/2019	05:01	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.3	20.43	0.452	0.38	0.384	2118	932	79	2149	945	80	1.015	10.725	4.717	0.401	5022	1125	743	382	3897	2989	908	8	678	494	184	4344	3238	1106	907368	5134	2	7.24	9.76	3026403	0	0	0	0	0	0	-	0
11/12/2019	05:40	3376	1	22	50	0	0.25	20.81	0.067	0.35	22.3	20.51	0.349	0.298	0.282	1691	744	63	1578	694	59	0.933	8.409	3.698	0.314	1477	158	13	145	1319	863	456	0	0	0	0	1477	876	601	912766	5398	2	7.24	9.76	3027052.8	0	0	0	0	0	0	-	0
11/12/2019	06:19	3376	1	22	50	0	0.25	20.81	0.067	0.35	22.3	20.49	0.364	0.318	0.297	1811	797	68	1662	731	62	0.918	8.976	3.947	0.336	2975	1010	757	253	1965	1383	582	1	644	486	158	2331	1654	677	916716	3950	2	7.24	9.76	3027572	0	0	0	0	0	0	-	0
11/12/2019	06:58	3376	1	22	50	0	0.25	20.81	0.067	0.35	22.3	20.46	0.383	0.349	0.316	2006	882	75	1774	780	66	0.884	9.867	4.339	0.369	8638	3243	2617	626	5395	4269	1126	146	1969	1626	343	6669	5260	1409	924011	7295	3	7.25	9.8	3028820.8	68	271	339	0.22	5	0.34	0	8.2
11/12/2019	07:37	3376	1	22	49	0	0.25	20.81	0.068	0.35	22.3	20.32	0.502	0.493	0.434	2839	1248	106	2429	1068	91	0.855	13.875	6.101	0.519	6950	2586	2047	539	4364	3586	778	132	1432	1221	211	5518	4412	1106	930398	6387	3	7.41	9.96	3029929	68	204	271	0.14	7	0.28	0	2.4
11/12/2019	08:16	3376	1	22	50	89	0.25	20.8	0.069	0.35	22.3	20.42	0.431	0.38	0.362	2151	946	80	2025	890	76	0.942	10.715	4.712	0.401	7057	4152	3234	918	2905	2183	722	60	2316	1891	425	4741	3526	1215	935060	4662	2	7.73	10.35	3031469	68	204	271	0.14	5	0.28	0	5.5
11/12/2019	08:55	3376	1	22	50	89	0.25	20.8	0.069	0.35	22.3	20.41	0.449	0.39	0.38	2194	965	82	2126	935	80	0.969	11	4.837	0.411	918	104	13	91	814	424	390	0	0	0	0	918	437	481	937039	1979	1	7.73	10.35	3033325.5	0	0	0	0	0	0	-	0
11/12/2019	09:34	3376	1	22	50	89	0.25	20.8	0.067	0.35	22.4	20.49	0.366	0.308	0.299	1740	765	65	1674	736	63	0.962	8.707	3.829	0.326	5063	150	6	144	4913	4092	821	0	0	0	0	5063	4098	965	944008	6969	3	7.73	10.35	3034086.3	0	0	0	0	0	0	-	0
11/12/2019	10:13	3376	1	22	50	89	0.25	20.8	0.068	0.35	22.4	20.5	0.351	0.298	0.283	1688	742	63	1585	697	59	0.939	8.406	3.697	0.314	5601	871	473	398	4730	3716	1014	0	412	223	189	5189	3966	1223	949502	5494	2	7.74	10.57	3035100.5	0	0	0	0	0	0	-	0
11/12/2019	10:52	3376	1	22	50	89	0.25	20.8	0.067	0.35	22.4	20.49	0.367	0.308	0.3	1737	764	65	1681	739	63	0.968	8.704	3.828	0.326	1476	69	4	65	1407	781	626	0	0	0	0	1476	785	691	954661	5159	2	7.74	10.57	3035842.5	0	0	0	0	0	0	-	0
11/12/2019	11:31	3376	1	22	50	89	0.25	20.81	0.064	0.35	22.4	20.51	0.351	0.298	0.287	1680	739	63	1604	705	60	0.955	8.393	3.691	0.314	1593	249	82	167	1344	937	407	0	0	0	0	1593	1019	574	957578	2916	1	7.74	10.57	3036380.5	0	0	0	0	0	0	-	0
11/12/2019	12:10	3376	1	22	50	89	0.25	20.81	0.061	0.35	22.4	20.56	0.296	0.246	0.235	1396	614	52	1316	579	49	0.943	6.955	3.059	0.26	2737	574	386	188	2163	1502	661	0	231	165	66	2506	1723	783	960700	3123	1	7.75	10.57	3036877.5	0	0	0	0	0	0	-	0
11/12/2019	12:49	3376	1	22	50	89	0.25	20.81	0.06	0.35	22.4	20.49	0.346	0.318	0.286	1834	807	69	1604	705	60	0.874	9.003	3.959	0.337	10428	5056	4114	942	5372	4117	1255	105	3413	2770	643	7015	5461	1554	965925	5225	2	7.75	10.57	3037989.5	34	68	102	0.06	2	0.21	0	2.7
11/12/2019	13:28	3376	1	22	50	89	0.25	20.81	0.059	0.35	22.4	20.51	0.32	0.298	0.261	1721	757	64	1461	643	55	0.849	8.399	3.693	0.314	778	108	13	95	670	378	292	0	0	0	0	778	391	387	967557	1632	1	7.75	10.57	3038551	0	0	0	0	0	0	-	0
11/12/2019	14:07	3376	1	22	50	89	0.25	20.81	0.058	0.35	22.4	20.53	0.298	0.277	0.24	1610	708	60	1347	592	50	0.836	7.835	3.445	0.293	1323	154	11	143	1169	598	571	0	0	0	0	1323	609	714	970563	3006	1	7.76	10.57	3038736.5	0	0	0	0	0	0	-	0
11/12/2019	14:46	3376	1	22	50	89	0.25	20.8	0.058	0.35	22.4	20.53	0.295	0.267	0.237	1535	675	57	1325	583	50	0.863	7.515	3.305	0.281	2640	119	12	107	2521	1919	602	0	0	0	0	2640	1931	709	973957	3394	1	7.76	10.57	3039321	0	0	0	0	0	0	-	0
11/12/2019	15:25	3376	1	22	50	89	0.25	20.8	0.057	0.35	22.4	20.52	0.308	0.277	0.251	1587	698	59	1400	616	52	0.882	7.803	3.432	0.292	2850	144	17	127	2706	2027	679	0	0	0	0	2850	2044	806	979830	5872	3	7.76	10.57	3039755.5	0	0	0	0	0	0	-	0
11/12/2019	16:04	3376	1	22	50	89	0.25	20.8	0.057	0.35	22.4	20.56	0.263	0.236	0.205	1364	600	51	1147	504	43	0.841	6.643	2.922	0.248	3508	64	22	42	3444	2798	646	0	0	0	0	3508	2820	688	984916	5086	2	7.77	10.57	3040074	0	0	0	0	0	0	-	0
11/12/2019	16:43	3376	1	22	50	89	0.25	20.81	0.056	0.35	22.4	20.6	0.236	0.215	0.179	1262	555	47	1007	443	38	0.798	6.089	2.678	0.228	3094	57	24	33	3037	2450	587	0	0	0	0	3094	2474	620	987474	2558	1	7.77	10.57	3040537.5	0	0	0	0	0	0	-	0
11/12/2019	17:22	3376	1	22	50	89	0.25	20.81	0.056	0.35	22.4	20.53	0.276	0.277	0.22	1638	720	61	1230	541	46	0.751	7.815	3.437	0.292	5520	1528	1081	447	3992	3052	940	18	690	509	181	4830	3624	1206	991246	3772	2	7.78	10.76	3041385.3	0	0	0	0	0	0	-	0
11/12/2019	18:01	3376	1	22	50	89	0.25	20.8	0.058	0.35	22.4	20.49	0.36	0.308	0.302	1733	762	65	1692	744	63	0.976	8.7	3.826	0.325	4086	566	366	200	3520	2775	745	0	504	365	139	3582	2776	806	995045	3799	2	7.78	10.93	3041841.3	0	0	0	0	0	0	-	0
11/12/2019	18:40	3376	1	22	50	89	0.25	20.81	0.058	0.35	22.4	20.37	0.469	0.441	0.411	2519	1108	94	2307	1015	86	0.916	12.479	5.488	0.467	2382	302	211	91	2080	1566	514	7	189	139	50	2193	1638	555	997110	2066	1	8.1	10.93	3042574.5	0	0	0	0	0	0	-	0
11/12/2019	19:19	3376	1	22	50	89	0.25	20.8	0.058	0.35	22.4	20.53	0.325	0.267	0.266	1495	657	56	1493	656	56	0.998	7.542	3.317	0.282	3968	552	331	221	3416	2681	735	0	163	118	45	3805	2894	911	1000068	2958	1	8.1	11.04	3042884.8	0	0	0	0	0	0	-	0
11/12/2019	19:58	3376	1	22	50	89	0.25	20.8	0.059	0.35	22.4	20.39	0.441	0.41	0.382	2342	1030	88	2141	941	80	0.914	11.596	5.1	0.434	4361	595	423	172	3766	3111	655	13	377	291	86	3984	3243	741	1003660	3592	2	8.19	11.33	3043240.5	0	0	0	0	0	0	-	0
11/12/2019	20:37	3376	1	22.1	51	0	0.25	20.81	0.06	0.35	22.5	20.39	0.47	0.421	0.41	2377	1045	89	2298	1011	86	0.967	11.911	5.238	0.445	13556	7309	6407	902	6247	5163	1084	251	3802	3270	532	9754	8300	1454	1020215	16555	7	8.36	11.33	3043262.3	441	1018	1459	0.74	30	0.28	0.01	4.6
11/12/2019	21:16	3376	1	22	50	0	0.25	20.81	0.065	0.35	22.4	20.42	0.437	0.39	0.372	2204	969	82	2080	915	78	0.944	10.988	4.832	0.411	10296	5582	4735	847	4714	3688	1026	110	3232	2697	535	7064	5726	1338	1029088	8872	4	8.36	11.42	3043353	102	373	475	0.24	9	0.34	0	3.2
11/12/2019	21:55	3376	1	22	50	0	0.25	20.81	0.067	0.35	22.4	20.4	0.451	0.41	0.383	2347	1032	88	2154	947	81	0.918	11.632	5.115	0.435	8078	3422	2927	495	4656	3702	954	119	1168	969	199	6910	5660	1250	1045133	16045	7	8.58	11.64	3043758.8	136	1357	1493	0.78	29	0.28	0.01	5.1
11/12/2019	22:34	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.4	20.42	0.45	0.39	0.382	2196	966	82	2142	942	80	0.975	11.023	4.847	0.412	6929	2419	2096	323	4510	3600	910	54	1390	1202	188	5539	4494	1045	1054695	9563	4	8.58	11.82	3044140.3	34	136	170	0.08	5	0.28	0	1.3
11/12/2019	23:13	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.4	20.44	0.442	0.369	0.374	2063	907	77	2095	921	78	1.016	10.448	4.595	0.391	6244	1863	1464	399	4381	3556	825	115	1244	1035	209	5000	3985	1015	1059654	4959	2	8.78	12.1	3044485	373	746	1120	0.58	22	0.34	0	4.2
11/12/2019	23:52	3376	1	22	50	0	0.25	20.81	0.067	0.35	22.4	20.41	0.469	0.4	0.401	2241	986	84	2248	989	84	1.003	11.318	4.977	0.423	11193	5028	4206	822	6165	4993	1172	273	3563	2952	611	7630	6247	1383	1066155	6500	3	8.78	12.1	3044944.3	339	1391	1730	0.75	44	0.34	0.01	3.1
11/13/2019	00:31	3376	1	22	50	0	0.25	20.81	0.068	0.35	22.4	20.32	0.527	0.493	0.459	2813	1237	105	2577	1133	96	0.916	13.935	6.128	0.521	4183	1138	855	283	3045	2332	713	0	369	339	30	3814	2848	966	1070723	4568	2	8.79	12.1	3045516.5	0	0	0	0	0	0	-	0
11/13/2019	01:10	3376	1	22	50	0	0.25	20.82	0.067	0.35	22.4	20.51	0.338	0.308	0.271	1778	782	66	1518	668	57	0.854	8.686	3.82	0.325	1680	723	494	229	957	644	313	0	451	333	118	1229	805	424	1072224	1501	1	9.07	12.3	3045692.8	0	0	0	0	0	0	-	0
11/13/2019	01:49	3376	1	22	50	0	0.25	20.82	0.067	0.35	22.4	20.49	0.377	0.328	0.31	1863	819	70	1736	763	65	0.932	9.26	4.072	0.346	1399	813	574	239	586	418	168	21	526	352	174	873	640	233	1073223	999	0	9.07	12.51	3045647	0	0	0	0	0	0	-	0
11/13/2019	02:28	3376	1	22	50	0	0.25	20.82	0.067	0.35	22.4	20.45	0.426	0.369	0.358	2091	920	78	2013	885	75	0.963	10.468	4.603	0.391	2922	703	397	306	2219	1675	544	0	261	185	76	2661	1887	774	1075519	2297	1	9.22	12.6	3046056.5	0	0	0	0	0	0	-	0
11/13/2019	03:07	3376	1	22	50	0	0.25	20.82	0.067	0.35	22.4	20.44	0.426	0.38	0.359	2161	950	81	2013	885	75	0.932	10.742	4.724	0.402	6439	3806	3134	672	2633	2117	516	152	2152	1831	321	4287	3420	867	1080495	4975	2	9.22	12.77	3046311.3	305	543	848	0.41	18	0.34	0	4.8
11/13/2019	03:46	3376	1	22	50	0	0.25	20.82	0.067	0.35	22.4	20.37	0.503	0.452	0.436	2564	1127	96	2451	1078	92	0.956	12.814	5.635	0.479	8870	4463	3591	872	4407	3446	961	92	2282	1775	507	6588	5262	1326	1089323	8829	4	9.43	12.9	3047106	136	170	305	0.13	8	0.34	0	2.3
11/13/2019	04:25	3376	1	22	51	0	0.25	20.82	0.066	0.35	22.4	20.44	0.436	0.38	0.369	2137	940	80	2065	908	77	0.966	10.707	4.709	0.4	838	128	23	105	710	412	298	0	0	0	0	838	435	403	1090929	1606	1	9.43	12.9	3047295.8	0	0	0	0	0	0	-	0
11/13/2019	05:04	3376	1	22	50	0	0.25	20.82	0.065	0.35	22.4	20.53	0.332	0.287	0.267	1639	721	61	1495	658	56	0.913	8.112	3.567	0.303	1532	751	462	289	781	490	291	0	331	209	122	1201	743	458	1092337	1408	1	9.43	13.09	3047336.3	0	0	0	0	0	0	-	0
11/13/2019	05:43	3376	1	22	50	0	0.25	20.82	0.065	0.35	22.3	20.41	0.453	0.41	0.388	2331	1025	87	2171	955	81	0.931	11.589	5.097	0.433	146	76	3	73	70	59	11	0	0	0	0	146	62	84	1093173	836	0	9.44	13.1	3047375.5	0	0	0	0	0	0	-	0
11/13/2019	06:22	3376	1	22	50	0	0.25	20.82	0.064	0.35	22.3	20.53	0.33	0.287	0.266	1647	724	62	1495	658	56	0.908	8.145	3.582	0.305	491	299	137	162	192	116	76	0	147	58	89	344	195	149	1094045	872	0	9.44	13.2	3047212	0	0	0	0	0	0	-	0
11/13/2019	07:01	3376	1	22	50	0	0.25	20.82	0.065	0.35	22.3	20.43	0.426	0.39	0.361	2230	981	83	2028	892	76	0.909	11.032	4.852	0.413	5214	2107	1509	598	3107	2276	831	20	1053	775	278	4161	3010	1151	1098628	4583	2	9.45	13.38	3048032.8	0	0	0	0	0	0	-	0
11/13/2019	07:40	3376	1	22	50	0	0.25	20.81	0.065	0.35	22.3	20.3	0.548	0.513	0.483	2914	1281	109	2705	1189	101	0.928	14.475	6.365	0.541	7874	4094	3378	716	3780	3021	759	265	1933	1648	285	5941	4751	1190	1102789	4161	2	9.88	13.56	3048700.8	271	645	916	0.48	19	0.34	0	4.1
11/13/2019	08:19	3376	1	22	50	89	0.25	20.81	0.066	0.35	22.3	20.2	0.652	0.616	0.586	3496	1538	131	3288	1446	123	0.941	17.416	7.659	0.651	1557	846	706	140	711	574	137	62	577	498	79	980	782	198	1103435	646	0	9.88	13.62	3049547.3	204	136	339	0.17	8	0.42	0	2.7
